reviews;;
"[%oqbX%] PUBEX (QNA) 2022
RANDOM TAG : [%tXCP%] [%ALCp%] [%ZHoZ%] [%dOHm%]
[%KRJL%]";;
"Pada postingan saya yang ini [%RFuw%] . Akhirnya saham bumi bisa mencapai target yang kita rencanankan. Sekarang saya telah melihar kembali saham potensial untuk bisa ditradingkan. Saya harap ini bisa menjadi sebuah refrensi buat kalian.
[%xTxK%]
Tag Acak [%lkha%] [%ZrJN%] [%jbYW%] [%ZUNQ%] [%FkOU%]
Disclamer on!
Segala informasi yang dimuat di sini, bukan merupakan ajakan untuk menjual atau membeli sebuah saham ataupun aset lainnya. Segala keputusan investasi ada ditangan kalian masing - masing.";;
"[%jkRL%] [%dTAv%] [%YKdk%] 
apakah benar akan terjadi penggayangan retail terbesar 2022 seperti om [%RGMq%] post di salah satu streamnya ataukah itu sedang terjadi ??? 
good night 🥱";;
"Join telegram GRATIS screening saham ma 50/ma 200 update tiap hari [%ToNa%]
[%StyO%] [%cCLp%] [%DlKD%] [%gjKC%] [%IkID%]";;
"[%GEQV%] [%EEcq%] [%weIr%] [%JDMj%] [%PbcB%]
Menurut BEI loh ya bukan menurut saya";;
"[%tPAr%] kalau bisa tumbang ke teritori 4430 seperti saat kepanikan market tgl 23 Maret 2020 (sebelum stocksplit) bagus banget sih, cuman kayaknya gak akan kejadian lagi, karena kalau menggunakan statistik, probabilitas nya kecil banget, paling mentok di 5000. Jadi dari sekarang siapkan dana cash untuk serok bawah di gap 5000-6000an.
Disclaimer On.";;
"PERUSAHAAN INI MEMILIKI PROSPEK YANG SANGAT BAGUS JIKA GROWTH NYA BISA DIPERTAHANKAN !!! MENGAPA ??? Simak artikel dibawa ini
Halo sobat saham, back with me again dimana kali ini saya tetap akan membahas saham yang akan Listing pada 8 Juli 2022. Apa itu? Yap benar sekali, saham CHEM. Menurut saya ini adalah wonderful company ( ingat menurut saya ). Mari kita bahas :
1. Pengenalan terhadap perusahaan.
CHEM atau ChemStar adalah perusahaan produsen bahan kimia untuk industri tekstil, dimana perusahaan melakukan manufaktur dan perdagangan bahan kimia untuk industri tekstil, kulit, plastik, dll. Apa saja kegiatan perusahaan? Sangat banyak jika dijelaskan semua. Intinya mereka melakukan Distribusi dan menjadi Produsen. Sebagian besar produk perusahaan adalah produk dengna spesifikasi khusus sesuai request dari konsumen dengan sistem B to B, perusahaan ini juga bagus karena tidak bergantung pada 1 ataupun 2 konsumer besar karena porsi pelanggan perusahaan ini sudah terdiversifikasi, dimana konsumer besarnya adalah INDORAMA ( code saham INDR, salah satu perusahaan tekstil yang sedang dibicarakan), DUNIATEX, CENTEX, dll. Selain menjadi produsen untuk perusahaan besar, perusahaan juga menjadi distributor untuk 2 perusahaan besar di luar negeri, yaitu Tanatex Chemicals dan Transfar International. Hal bagus mengenai perusahaan ini adalah sedikitnya pesaing di industri yang menjadi nilai tambahan untuk 
"" LOYALITAS KONSUMER "". Menurut APSYFI, industri tekstil dapat bertumbuh diatas 10% pada tahun 2022 diberangi dengan tren yang terjadi.
KeyStats Singkat Perusahaan :
1. PBV 6x
2. PER 19.78x
3. EPS 7.58
4. ROE 30.64%
Bagian ini yang menurut saya prospek perusahaan akan bagus kedepannya
NPM 2019 : 4%
         2020 : 5.5%
         2021 : 14.3%
Peningkatan NPM tersebut terjadi pada Revenue yang stabil yaitu tidak naik jauh dan tidak turun jauh. Jika perusahaan dapat menaikkan REV beserta NPM secara bersamaan maka akan menjadi hal yang sangat baik pada perusahaan.
2. Keuangan Perusahaan
Mungkin saya tidak akan bahas panjang lebar pada bagian ini, karena perusahaan dapat mencetak growth yang bagus serta dapat memanajemen Liabilitas dengan baik dan juga berhasil melewati masa pandemi tanpa menurunkan kinerja signifikan pada perusahaan. Memang Short Term Liability lumayan besar jika dilihat secara nominal tetapi melihat cara manajemen mereka beserta penggunaan hutang untuk produktivitas yang menghasilakan hasil, maka saya nyatakan jika Short Term Debt nya berhasil di kelola dan dikurangin, mungkin kedepannya kegiatan tambahan dari perusahaan akan ditopang oleh penghasilan perusahaan sendiri, ini akan menjadi perusahaan yang patut dipantau. Bagaimana dengna Long Term Debt? aman aman saja dan juga sangat kecil dimana hanya berjumlah 4 milliar.
Kegunaan dana ipo :
72.14% untuk OPEX
27,86% untuk CAPEX
[%etGH%] [%jTpS%] [%KYCt%] [%ZsUW%] [%JJsV%]";;
[%QshL%] ngeri2 sedap, temennya BRI udah tumbang, ini ngecek BCA ternyata banyak gap di 6000 ama 5000  😂 duh naik dulu dong jangan longsor 😅 🙏;;
"Pemeringkat Efek Indonesia (Pefindo) menegaskan peringkat surat utang Bank Rakyat Indonesia (BBRI) senilai Rp1,6 triliun dengan idAAA. Obligasi Berkelanjutan II Tahap III-2017 Seri B itu, akan jatuh tempo pada 24 Agustus 2022. 
Kesiapan bank untuk melunasi obligasi tersebut didukung aset likuid dalam bentuk kas, penempatan pada Bank Indonesia, dan bank lain senilai Rp144,6 triliun pada akhir Maret 2022.
Efek utang dengan peringkat idAAA merupakan peringkat tertinggi yang diberikan Pefindo. Kemampuan obligor untuk memenuhi kewajiban keuangan jangka panjang atas efek utang tersebut dibanding obligor Indonesia lain superior. 
Bank BRI merupakan bank komersial milik pemerintah. Fokus pada kredit mikro, kecil, dan menengah (UMKM), dan menjadi perusahaan holding Ultra Mikro. Perusahaan memiliki 82.718 karyawan beroperasi dalam jaringan Bank BRI sebanyak 8.852 outlet berlokasi di seluruh Indonesia. 
Pada akhir Maret 2022, Bank BRI dimiliki Pemerintah Indonesia sebesar 53,19 persen, dan sisanya dimiliki masyarakat sebesar 46,81 persen. (*)
Author: J S
Sumber : [%oqWU%]
[%nhVX%] [%BMfY%] [%xvoz%]";;
"[%XrvB%] [%Xtyi%] [%hXxQ%] [%EMNx%] #ANTM
Lautan menjadi lautan Merah";;
"[%mIzt%] 
yang ini malah udeh tembus support aja
Apakah [%lCAG%] akan nyusul juga?
Yak, karena udeh breakdown support, patternya bisa dianggap valid.
Kalau masih pingin berharap, harapannya cuman satu : false break!
Tapi biasanya kenyataan tak seindah harapan sih
Next support 4050
Resisten baru 4260
Resisten lama 4540
Disclaimer on";;
"[%kJxL%] 
DI SUPPORT!!!
TEMBUS KAGAK YAK???
Duh ngeri cuy kalau tembus supportnya
[%XUJD%] ke berapa nih kalau BBCA tembus support???
Yak, mungkin kalau yang suka pattern-patternan bisa lihat kali yak ada pattern di situ. Tau lah yak target patternya kemana.
Tapi, nob pake support resisten terdekatnya aja buat support resisten selanjutnya
Buat nob 
Support 7250
Next support 6600
Resisten 7650
Disclaimer on
[%WsJa%]";;
"Malam semuanya, malem-malem gini pas banget nihh buat persiapan trading besok😁
Yuk intip postingan watchlist untuk besok disini:
[%INAo%]
Dianalisa kembali ya, bukan ajakan membeli, hanya opini.
*Bukan ajakan *disclaimer on *DYOR
Random Tag: [%HKGu%] [%tBJq%] [%JSqU%] [%vzGt%] [%OaVH%]
[AKSES REKOM TERBAIK DI BIO!]";;
"makin banyak yang pompom saham2 likuiditas kecil dengan fundamental yang  biasa2 aja.. 
hati2 digocek bandar modal cekak gaaesss, 🤣
[%SgrC%] [%JuNH%] [%wMXQ%] [%YOba%] [%mqsv%]";;
"[%rano%]
Menarik karena sudah lewat liquidation pool sebelumnya. Ini melenggang santai ke resisten di atasnya. Longterm masih bertahan strong uptrend. Kalau diperhatikan membentuk cup and handle menuju breakout.
Fundamentally strong company. Beli di harga sekarang technically good. Bandar wise awal bulan ini pada candle tebal hijau diakumulasi namun sudah berhenti. Tebakan saya akan dibawa ke liquidation pool di atas baru distribusi.
Calon HOT STOCK bulan depan.
Pembahasan HOT STOCK akan dibahas di Weekly Market Analysis dan Technical Analysis series:
STOCK MARKET TECHNICAL ANALYSIS SERIES
Free to join
Registration form:
[%BWbc%]
Topics:
Introduction to Technical Analysis
Candlestick Analysis
Support and Resistance
Volume and Its Significances
Static Indicators
Saturday, July 2nd 2022
9 a.m.
[%lixe%] [%oUfj%] [%QrRI%] [%umeM%]";;
"Opini Pribadi : Ketika melihat grafik IHSG sekarang, sekilas mirip dengan grafik BBCA masa lalu sesaat sebelum harganya jatuh.
Kenapa asing yang setiap hari massive melakukan penjualan tetapi IHSG masih terjaga seolah asing tidak terlalu banyak melakukan penjualan? karena dibutuhkan waktu untuk keluar dan menjaga ritel agar tidak segera melakukan net sell bersamaan yang akan mengakibatkan harga menjadi jatuh sebelum mereka keluar sebagian besar.
.
[%MKMn%] [%bzyt%] [%gaHE%] [%dpPq%]";;
"[%HRIa%] DIVIDEN 50 PERAK, HOLD ATAU CUTLOSS?
Sungguh sebuah pertanyaan yg berat untuk saya jawab, ada puluhan DM yg masuk, menanyakan hal yg sama...
Saya hanya bisa beri jawaban simple..
Ketika kalian tidak nyaman dengan investasi tsb, saran saya mending di lepas saja...Pilihlah emiten yg membuat kalian nyaman..Jangan yg bikin kalian gelisah.. 
Jika nyaman dengan [%eWUU%] yg dividennya masih besar laba koperasi desa, maka pilihlah bbca
Jika nyaman dengan INDY yg lupa bagi dividen, maka pilihlah indy.. atau HRUM , meskipun dividennya tak pernah seharum namanya.
Jika nyaman dengan [%ftyJ%] [%DwHw%] maka pilihlah mereka, meskipun kita semua tahu, sampai dunia kiamat mereka tidak akan pernah bisa mencetak laba untuk investornya..
Atau jika tidak ada satupun yg bikin nyaman di [%qGnJ%] , sebaiknya berhenti berinvestasi.. mungkin dengan BERHENTI berinvestasi bikin kalian nyaman..
krn hidup bukan sekedar untuk cari cuan, tapi hidup untuk kenyamanan, ketenangan, &amp; kebahagiaan..🙏";;
"[%qSkT%]
[%OhNX%] [%jLxV%] [%QkUS%] [%yIoG%] [%BvXI%] 
yang berkenan bisa follow IG kita ya
[%BoGR%]";;
"[%Ygme%]
edan tenan,  
kembali ke harga 2021";;
"Opini pribadi (random selection):
Chart IHSG.....jelek (sdh di bawah support).
Chart nickel.....jelek.
Chart timah.....jelek.
Chart CPO.....jelek.
Chart coal.....jelek (hari ini turun ke 380, di bawah support).
Chart [%QzcU%].....jelek.
Chart [%yUWW%].....jelek.

Hanya chart komoditas oil dan [%kQeN%] yg masih mendingan.
Hueeekkk 😔😥🤮

RANDOM tag: [%wRiM%] [%oINe%]";;
"Ingat ya... yg namanya bursa saham pasti ada naik turun. Kalo yg naik gak ada turunnya namanya NAIK HAJI. Kalo yg turun ga ada naiknya namanya TURUN HUJAN.
Naik turun harga saham ada yg mirip ingus --&gt; naiknya cepet, turunnya lambat. Ada juga yg mirip org gowes di trek berbukit-bukit --&gt; naiknya lambat, turunnya melesatttt. 

Jadi tinggal bagaimana kita sebagai ritel pelaku pasar menyikapinya:

Kita yang mana???
Jujur yukkk... kalo sudah berani jujur pada diri sendiri, ke depannya lebih mudah meng-improve gaya bersenang-senang di bursa saham.

oiya...justru yg naik turun itu enak khan?!

random tag:
[%KJBX%] [%LblZ%] [%qKjQ%] [%pJAS%] [%eTQe%]";;
ygy [%nQlz%] [%mxjS%] [%PVtu%] [%nozO%] [%Yygj%];;
"[%mDER%]

OTW 4500 !!!";;
"info invest di IPO dong .. Newbie nihh
belum ngerti invest di IPO baik [%DpFI%] AXIO atau yg lainnya.. 
[%ChzA%] BBCA [%SomK%] BBRI [%QjiT%] GOTO [%ePBP%] ICBP";;
"[%fZSg%] perlu dana 30T (meeting di dubai - dinner di super yacht - its done) 
[%WNaT%] perlu dana 10T (meeting hongkong - ngeteh - its done) 
[%FvFn%] perlu dana 3T (pusing akhirnya jual aset eh divestasi)

sekilas memimpikan bagaimana agenda harian para bos2 emiten [%Albc%] 
mana perusahaan yang sehat dan perlu di HODL?
*perlukopi";;
[%lgrn%] silahkan turun lg besok.... amunisi masih banyak nih buat nyerok wkwkwk;;
"UPDATE SMDR RUPS &amp; PUBEX

Disini saya ingin menginfokan agar kita semua bisa lebih bijak dalam membuat keputusan. Saya sudah sell kah? Belum lah. Kan sudah saya bilang, fluktuasi jangka pendek diluar kendali dan memang saya ga peduli. Saya pedulinya kinerja and prospek, dan itulah yang akan kita bahas skrg. Btw jangan lupa like and follow ya, lagi ngejar 4.000 followers. Here we go.

*Dividen
DPS 50, kecewakah? Ya iyalah, saya pikir bakal 160 padahal. Dan saya yakin anda juga kecewa. Skrg pertanyaannya itu cash sebejibun $270 juta buat apa? Gambarannya seperti berikut.

SSL (anak sekaligus sumber pendapatan dan aset SMDR) oper duit ke bapaknya sekitar 163/ share bulan lalu. Nah dari 163 ini, 50 bagi dividen. Sisa 113 buat apa? Katanya sih ini buat ekspansi di segmen Ports nya SMDR (pelabuhan yg di Indo, jadi bukan under SSL).

Nah pertanyaan kedua yg bisa ditanya, itu duit sebejibun yg dipegang sama SSL (Singapura) buat apa? Katanya sih buat ekspansi, cuma paling capex brp duit kan. Katanya lagi sih buat menjaga rasio keuangan, dan juga mau deleveraging sebagian (lunasi hutang berbunga sebagian). Saya sendiri agak disappointed disini. Next ya.

*Laba per bulan (juta dollar)
Jan= 16,1
Feb= 20,5
Mar= 22,0
Apr= 14,2 
Mei= 22,0

Dapat dilihat ternyata laba di bulan Mei sangat bagus. Bagaimana dengan Juni? Harusnya lebih bagus lagi. So dari sini green light.

*Future Earnings
Yang saya kaget disini. Surprisingly good. Kita pakai logic simple ya ASP*Volume. Dari sisi ASP, kita pikir pada turun kan, index yg bisa digunakan adalah China Containerized Index (google de). Namun ternyata ASP SMDR tidak turun, alias freight rate nya tetap tinggi. Once again baca ini, freight rate nya TETAP TINGGI, TIDAK TURUN. Hebat kan? Sangat hebat lah ini, clap hands. Btw rute yang paling profitable itu adalah daerah India, Bangladesh, Kamboja dan kalau domestik itu yg dari Semarang. 

What about volume? Kalau waktu dulu saya tulis mereka sangking banyak orderan, sampai nolak nolak customer, what about now? Infonya adalah malah makin banyak lagi dari customer. And China buka lockdown berimpact baik bagi SMDR. SMDR secara jumlah kapal juga fleksibel, misal skrg ada 28, bisa aja kuartal berikutnya jadi 31, lalu jadi 35 (tinggal sewa bila demand lagi bagus). Disisi lain bila demand menurun maka gausa perpanjang masa sewa beberapa kapal, misal ceritanya dari 35 tadi turun ke 32. Nah as of today demand gile sekali, masih nolak nolakin customer, dan kalau org punya kapal nagnggur, dengan senang hati SMDR sewa. Jadi dari segi future earnings akan wonderful.

Kontrak gimana? Terkait harga kontrak, kata perusahaan bukanlah floating seperti yg anda bayangkan. Saya kasih contoh saja ya. Misalkan kita kunci kontrak dengan PT X di harga 1000, durasi 3 tahun. Ya artinya harga akan terus segitu. Baru pas masa nya selesai, akan dilakukan negosiasi ulang terkait harga extension, yg durasinya sebut saja 2 tahun. Perusahaan ada juga ambil spot (order satuan), namun tidak banyak. 

Tanker gimana? Katanya ada 10 tanker (skrg harusnya nambah 1 yg dari India, jadi 11). Tanker disini bukan membawa Crude Oil, namun mayoritasnya adalah membawa chemical (oil ada, cuma dikit banget). Namun dari segi kontribusinya masih sangat minim, maka kita tidak perlu terlalu terlalu pusingin.

*Capex &amp; Cash
Capex realized $43 juta. GAC sudah 100% under SMDR (dulu 50%), ada juga tanker international (yg dari India). Ada 1 tanker serupa (gede) yg masih otw. Ada 2 kapal container juga otw, akhir tahun datang. Btw kalau angka capex yg anda lihat, ingatlah itu adalah harga bawah ya, yang sudah deal dari beberapa tahun lalu. Cash Mei 2022 ada $270 juta, ya kita berharap saja dengan minimnya dividen yang dibagikan, perusahaan dapat make good use of this money. Semoga ya, semoga. Btw bakal ngurangi utang berbunga juga katanya. Namun paling brp duit doang ini mah. 

*Kapan Stock Split ???
Jadi untuk SS, perlu memenuhi beberapa persyararan. Nah ada 1 yg blum terpenuhi, yaitu valuasi perusahaan oleh KJPP (appraiser). Katanya sih dalam 1-2 bulan kedepan akan done, setelahnya barulah akan RUPSLB.

*Conclusion
Surprisingly saya tidak ada rasa sedih sedikitpun ketika dia ARB hari ini. Why? Karena saya tahu kalau kinerja Q2 akan sadis (rate masih tinggi, volume malah naik), dan Q3 dst juga makin sadis. Disinilah pentingnya conviction dalam memegang saham, so bukan hanya ikut ikutan orang. And yes saya masih hold SMDR. Bila anda kecewa dengan dividen atau anda tidak nyaman bila harus dibanting, saran saya adalah sell saja dulu. Namun bila anda punya conviction dan mental baja, let's hold together (or even nambah).

Sehat selalu dan Tuhan memberkati.
[%GtbQ%] [%RdLl%] [%ySjl%] [%taFs%] [%PdNr%]";;
"[%PwVV%] gpp deh kamu turun dulu. mungkin kamu lelah. aku ga masalah kalo kamu baru mau naik lagi jumat akhir Juni ini. kamu punya potensi triple bottom. dengan sedikit bekal macd bullish divergence semoga kamu bisa bangkit walaupun terbatas...

[%mCtx%] [%pcoE%] [%SuGX%] [%YkDK%]";;
"[%faaf%] penurunan disebabkan aksi jual , bagaimana bila semuanya simpan saham bca dan tunggu diharga 15ribu ? pasti pergerakan saham bbca cepat naiknya. kalian janganlah serakah , 2pts diambil , udh rugi biaya , marketpun anjlok karena kalian.
AYOLAH SEMUANYA , simpan saham bca";;
[%gGyP%] akankah bbca tembus 10.000 ( sepuluh ribu) per lot;;
"Terbentuk inverted hammer (29/6), waspadai koreksi lanjutan ke 6930 di Kamis (30/6)

[%yTbv%] membentuk pola inverted hammer di Rabu (29/6) bersamaan dengan pembalikan arah Stochastic RSI dari overbought area. Oleh sebab itu, hati-hati potensi koreksi lanjutan dengan support di 6930-6950 di Kamis (30/6).

Resistance : 7050
Pivot : 7000
Support : 6950

Pergerakan IHSG di Kamis (30/6) akan merefleksikan respon pasar terhadap pernyataan Presiden ECB, Gubernur BoE dan Kepala the Fed pada Rabu (29/6) WIB.

Dari data ekonomi, pelaku pasar merespon data inflasi Jerman di Juni 2022 dan bacaan final pertumbuhan ekonomi AS di Q1-2022. Masih dari data ekonomi, China NBS Manufacturing PMI dijadwalkan rilis Kamis (30/6), diperkirakan kembali ke atas batas ekspansif (50) di Juni 2022.

Dari dalam negeri, terdapat sikap wait and see terhadap proyeksi kenaikan inflasi Indonesia ke 4.17% yoy di Juni 2022.

Perhatikan peluang rebound pada AATM, AALI, EMTK, MIKA, TINS dan TLKM di perdagangan Kamis (30/6).

By PHINTRACO SEKURITAS | Research
- Disclaimer On -
[%rGbw%] [%QNjj%] [%PgGK%] [%GHno%]";;
[%ljsA%] tetap akan kembali ke hrg wajar nya, didukung earning yg prima;;
"[%eFpF%] akhir bulan, kamis jumat. Ijoo...
turun beli selot lg.";;
"Pantes ST free murah tapi jarang peminat . Udh sering lag , sering delay pas buka bursa ditambah udh jam segini harga final belum dikeluarin . PAYAHHH

[%ZYyX%] [%UZma%] [%xStp%] [%MxRG%]";;
"BMRI #29JUNI 

FOLLOW INSTAGRAM DAN TELEGRAM KAMI UNTUK DAPATKAN UPDATE ANALISA TEKNIKAL DAN LIVE ANALYSIS TIAP HARI

Link Join Live Analysis + Update Analisa Tiap Hari : [%WfII%]

*Reminder semua analisa yang diberikan berdasarkan technical analysis

*Disclaimer ON bukan ajakan untuk membeli atau menjual dan selalu lakukan analisa ulang sesuai style trading anda masing2

[%sVga%] [%aJjm%] [%nfNJ%] [%dgSY%] [%zyQJ%]";;
"STOCK MARKET TECHNICAL ANALYSIS SERIES

Free to join
Registration form:
[%gtbV%]

Topics:
Introduction to Technical Analysis
Candlestick Analysis
Support and Resistance
Volume and Its Significances
Static Indicators

Saturday, July 2nd 2022
9 a.m.

[%FfAP%] [%ZsuR%] [%oeko%] [%rBzn%] [%pkBf%]";;
"[%rFjB%] sepengalaman kerja di bank, ada berbagai cara perusahaan memperoleh pendanaan. Ada melalui kredit, shareholder loan (injeksi modal dari pemegang saham atau pihak ketiga lain), fintech, dan satu lagi di mana melempar saham ke publik. Mungkin yang marak akhir-akhir ini seperti IPO yah. Setiap hal yang dipilih itu, ada konsekuensi masing-masing. Pendanaan dari bank tentu ada bunga dan jaminan serta jatuh tempo. Telat dikit , akan ada denda. Shareholder loan unik nih, di mana   kalimat khas tempat saya ialah ""kapan di bayarnya"". Hal ini menandakan jangka waktu yang mungkin bisa diundur karena pertimbangan pendanaan hanya dari pemegang saham / pihak ketiga (bisa ceng li, diomong runding). Bunga? ada yang kasih , ada juga yang tidak. Ada yang jadi angel investor? pernah ketemu pas saya kerja. Terakhir, pengalanggan dari saham. Menurut saya, pendanaan unik  karena perusahaan tidak direpotkan dengan dianalisa laporan keuangan oleh analis kredit seperti saya (banyak nanya dan sering nolak), tidak perlu repot menyediakan jaminan yang akan diagunkan (bayar bayar biaya appraisal segala), dan terlebih tidak repot bayar bunga. Deviden urusan belakang, bisa kasih , bisa enggak, bisa kecil besarannya.

Mana pun opsi pembiayaan, seyogyanya yang menguntungkan perusahaan donk. Hahaha. 

Salam,
JS


Mending gw ngoleksi [%vgdE%] [%cddX%] [%zxeZ%] [%daKH%], cabut dulu. Mau mandi.";;
